"year","ID","Scenario","variable","value"
12,"1538394450012","Baseline","n",101284
13,"1538394450012","Baseline","n",101318
14,"1538394450012","Baseline","n",101343
15,"1538394450012","Baseline","n",101431
16,"1538394450012","Baseline","n",101420
17,"1538394450012","Baseline","n",101572
18,"1538394450012","Baseline","n",101478
19,"1538394450012","Baseline","n",101438
20,"1538394450012","Baseline","n",101490
21,"1538394450012","Baseline","n",101527
22,"1538394450012","Baseline","n",101518
23,"1538394450012","Baseline","n",101669
24,"1538394450012","Baseline","n",101484
25,"1538394450012","Baseline","n",101576
26,"1538394450012","Baseline","n",101490
27,"1538394450012","Baseline","n",101563
28,"1538394450012","Baseline","n",101605
29,"1538394450012","Baseline","n",101824
30,"1538394450012","Baseline","n",101583
31,"1538394450012","Baseline","n",101662
32,"1538394450012","Baseline","n",101622
33,"1538394450012","Baseline","n",101575
34,"1538394450012","Baseline","n",101698
35,"1538394450012","Baseline","n",101714
36,"1538394450012","Baseline","n",101586
37,"1538394450012","Baseline","n",101489
38,"1538394450012","Baseline","n",101553
39,"1538394450012","Baseline","n",101593
40,"1538394450012","Baseline","n",101485
41,"1538394450012","Baseline","n",101623
42,"1538394450012","Baseline","n",101553
43,"1538394450012","Baseline","n",101493
44,"1538394450012","Baseline","n",101489
45,"1538394450012","Baseline","n",101507
46,"1538394450012","Baseline","n",101465
47,"1538394450012","Baseline","n",101605
48,"1538394450012","Baseline","n",101456
49,"1538394450012","Baseline","n",101358
0,"1538394450464","Baseline","n",100969
1,"1538394450464","Baseline","n",101030
2,"1538394450464","Baseline","n",101033
3,"1538394450464","Baseline","n",101007
4,"1538394450464","Baseline","n",101082
5,"1538394450464","Baseline","n",101105
6,"1538394450464","Baseline","n",101051
7,"1538394450464","Baseline","n",101204
8,"1538394450464","Baseline","n",101243
9,"1538394450464","Baseline","n",101301
10,"1538394450464","Baseline","n",101266
11,"1538394450464","Baseline","n",101459
12,"1538394450464","Baseline","n",101324
13,"1538394450464","Baseline","n",101355
14,"1538394450464","Baseline","n",101343
15,"1538394450464","Baseline","n",101362
16,"1538394450464","Baseline","n",101392
17,"1538394450464","Baseline","n",101601
18,"1538394450464","Baseline","n",101413
19,"1538394450464","Baseline","n",101442
20,"1538394450464","Baseline","n",101484
21,"1538394450464","Baseline","n",101447
22,"1538394450464","Baseline","n",101541
23,"1538394450464","Baseline","n",101722
24,"1538394450464","Baseline","n",101531
25,"1538394450464","Baseline","n",101528
26,"1538394450464","Baseline","n",101653
27,"1538394450464","Baseline","n",101630
28,"1538394450464","Baseline","n",101583
29,"1538394450464","Baseline","n",101771
30,"1538394450464","Baseline","n",101548
31,"1538394450464","Baseline","n",101655
32,"1538394450464","Baseline","n",101626
33,"1538394450464","Baseline","n",101633
34,"1538394450464","Baseline","n",101616
35,"1538394450464","Baseline","n",101664
36,"1538394450464","Baseline","n",101591
37,"1538394450464","Baseline","n",101501
38,"1538394450464","Baseline","n",101529
39,"1538394450464","Baseline","n",101529
40,"1538394450464","Baseline","n",101569
41,"1538394450464","Baseline","n",101691
42,"1538394450464","Baseline","n",101564
43,"1538394450464","Baseline","n",101467
44,"1538394450464","Baseline","n",101558
45,"1538394450464","Baseline","n",101398
46,"1538394450464","Baseline","n",101464
47,"1538394450464","Baseline","n",101621
48,"1538394450464","Baseline","n",101414
49,"1538394450464","Baseline","n",101329
0,"1538394451087","Baseline","n",100987
1,"1538394451087","Baseline","n",101130
2,"1538394451087","Baseline","n",101016
3,"1538394451087","Baseline","n",101086
4,"1538394451087","Baseline","n",101087
5,"1538394451087","Baseline","n",101072
6,"1538394451087","Baseline","n",101026
7,"1538394451087","Baseline","n",101201
8,"1538394451087","Baseline","n",101194
9,"1538394451087","Baseline","n",101259
10,"1538394451087","Baseline","n",101312
11,"1538394451087","Baseline","n",101418
12,"1538394451087","Baseline","n",101240
13,"1538394451087","Baseline","n",101391
14,"1538394451087","Baseline","n",101399
15,"1538394451087","Baseline","n",101326
16,"1538394451087","Baseline","n",101416
17,"1538394451087","Baseline","n",101540
18,"1538394451087","Baseline","n",101484
19,"1538394451087","Baseline","n",101467
20,"1538394451087","Baseline","n",101469
21,"1538394451087","Baseline","n",101516
22,"1538394451087","Baseline","n",101524
23,"1538394451087","Baseline","n",101722
24,"1538394451087","Baseline","n",101424
25,"1538394451087","Baseline","n",101583
26,"1538394451087","Baseline","n",101595
27,"1538394451087","Baseline","n",101606
28,"1538394451087","Baseline","n",101577
29,"1538394451087","Baseline","n",101738
30,"1538394451087","Baseline","n",101590
31,"1538394451087","Baseline","n",101628
32,"1538394451087","Baseline","n",101672
33,"1538394451087","Baseline","n",101631
34,"1538394451087","Baseline","n",101522
35,"1538394451087","Baseline","n",101744
36,"1538394451087","Baseline","n",101566
37,"1538394451087","Baseline","n",101527
38,"1538394451087","Baseline","n",101511
39,"1538394451087","Baseline","n",101516
40,"1538394451087","Baseline","n",101530
41,"1538394451087","Baseline","n",101632
42,"1538394451087","Baseline","n",101513
43,"1538394451087","Baseline","n",101435
44,"1538394451087","Baseline","n",101473
45,"1538394451087","Baseline","n",101456
46,"1538394451087","Baseline","n",101456
47,"1538394451087","Baseline","n",101663
48,"1538394451087","Baseline","n",101435
49,"1538394451087","Baseline","n",101363
0,"1538394453073","Baseline","n",101010
1,"1538394453073","Baseline","n",100987
2,"1538394453073","Baseline","n",101083
3,"1538394453073","Baseline","n",101016
4,"1538394453073","Baseline","n",101059
5,"1538394453073","Baseline","n",101123
6,"1538394453073","Baseline","n",101115
7,"1538394453073","Baseline","n",101179
8,"1538394453073","Baseline","n",101068
9,"1538394453073","Baseline","n",101322
10,"1538394453073","Baseline","n",101352
11,"1538394453073","Baseline","n",101420
12,"1538394453073","Baseline","n",101334
13,"1538394453073","Baseline","n",101373
14,"1538394453073","Baseline","n",101368
15,"1538394453073","Baseline","n",101399
16,"1538394453073","Baseline","n",101430
17,"1538394453073","Baseline","n",101533
18,"1538394453073","Baseline","n",101447
19,"1538394453073","Baseline","n",101482
20,"1538394453073","Baseline","n",101471
21,"1538394453073","Baseline","n",101510
22,"1538394453073","Baseline","n",101512
23,"1538394453073","Baseline","n",101661
24,"1538394453073","Baseline","n",101607
25,"1538394453073","Baseline","n",101604
26,"1538394453073","Baseline","n",101539
27,"1538394453073","Baseline","n",101538
28,"1538394453073","Baseline","n",101556
29,"1538394453073","Baseline","n",101727
30,"1538394453073","Baseline","n",101513
31,"1538394453073","Baseline","n",101674
32,"1538394453073","Baseline","n",101523
33,"1538394453073","Baseline","n",101656
34,"1538394453073","Baseline","n",101606
35,"1538394453073","Baseline","n",101731
36,"1538394453073","Baseline","n",101594
37,"1538394453073","Baseline","n",101506
38,"1538394453073","Baseline","n",101553
39,"1538394453073","Baseline","n",101566
40,"1538394453073","Baseline","n",101514
41,"1538394453073","Baseline","n",101679
42,"1538394453073","Baseline","n",101501
43,"1538394453073","Baseline","n",101433
44,"1538394453073","Baseline","n",101448
45,"1538394453073","Baseline","n",101469
46,"1538394453073","Baseline","n",101404
47,"1538394453073","Baseline","n",101690
48,"1538394453073","Baseline","n",101467
49,"1538394453073","Baseline","n",101320
0,"1538394453401","Baseline","n",100984
1,"1538394453401","Baseline","n",101090
2,"1538394453401","Baseline","n",101033
3,"1538394453401","Baseline","n",101101
4,"1538394453401","Baseline","n",101090
5,"1538394453401","Baseline","n",101169
6,"1538394453401","Baseline","n",101153
7,"1538394453401","Baseline","n",101170
8,"1538394453401","Baseline","n",101220
9,"1538394453401","Baseline","n",101206
10,"1538394453401","Baseline","n",101197
11,"1538394453401","Baseline","n",101442
12,"1538394453401","Baseline","n",101322
13,"1538394453401","Baseline","n",101404
14,"1538394453401","Baseline","n",101329
15,"1538394453401","Baseline","n",101403
16,"1538394453401","Baseline","n",101294
17,"1538394453401","Baseline","n",101543
18,"1538394453401","Baseline","n",101450
19,"1538394453401","Baseline","n",101424
20,"1538394453401","Baseline","n",101508
21,"1538394453401","Baseline","n",101518
22,"1538394453401","Baseline","n",101498
23,"1538394453401","Baseline","n",101610
24,"1538394453401","Baseline","n",101577
25,"1538394453401","Baseline","n",101577
26,"1538394453401","Baseline","n",101522
27,"1538394453401","Baseline","n",101634
28,"1538394453401","Baseline","n",101595
29,"1538394453401","Baseline","n",101761
30,"1538394453401","Baseline","n",101586
31,"1538394453401","Baseline","n",101646
32,"1538394453401","Baseline","n",101577
33,"1538394453401","Baseline","n",101521
34,"1538394453401","Baseline","n",101574
35,"1538394453401","Baseline","n",101786
36,"1538394453401","Baseline","n",101570
37,"1538394453401","Baseline","n",101532
38,"1538394453401","Baseline","n",101571
39,"1538394453401","Baseline","n",101432
40,"1538394453401","Baseline","n",101486
41,"1538394453401","Baseline","n",101633
42,"1538394453401","Baseline","n",101465
43,"1538394453401","Baseline","n",101537
44,"1538394453401","Baseline","n",101479
45,"1538394453401","Baseline","n",101579
46,"1538394453401","Baseline","n",101492
47,"1538394453401","Baseline","n",101575
48,"1538394453401","Baseline","n",101483
49,"1538394453401","Baseline","n",101351
0,"1538394453917","Baseline","n",100998
1,"1538394453917","Baseline","n",101033
2,"1538394453917","Baseline","n",101039
3,"1538394453917","Baseline","n",101048
4,"1538394453917","Baseline","n",101024
5,"1538394453917","Baseline","n",101045
6,"1538394453917","Baseline","n",101150
7,"1538394453917","Baseline","n",101158
8,"1538394453917","Baseline","n",101224
9,"1538394453917","Baseline","n",101309
10,"1538394453917","Baseline","n",101334
11,"1538394453917","Baseline","n",101492
12,"1538394453917","Baseline","n",101323
13,"1538394453917","Baseline","n",101422
14,"1538394453917","Baseline","n",101456
15,"1538394453917","Baseline","n",101343
16,"1538394453917","Baseline","n",101410
17,"1538394453917","Baseline","n",101489
18,"1538394453917","Baseline","n",101464
19,"1538394453917","Baseline","n",101430
20,"1538394453917","Baseline","n",101451
21,"1538394453917","Baseline","n",101469
22,"1538394453917","Baseline","n",101571
23,"1538394453917","Baseline","n",101608
24,"1538394453917","Baseline","n",101582
25,"1538394453917","Baseline","n",101493
26,"1538394453917","Baseline","n",101578
27,"1538394453917","Baseline","n",101582
28,"1538394453917","Baseline","n",101577
29,"1538394453917","Baseline","n",101748
30,"1538394453917","Baseline","n",101593
31,"1538394453917","Baseline","n",101648
32,"1538394453917","Baseline","n",101574
33,"1538394453917","Baseline","n",101567
34,"1538394453917","Baseline","n",101588
35,"1538394453917","Baseline","n",101792
36,"1538394453917","Baseline","n",101543
37,"1538394453917","Baseline","n",101560
38,"1538394453917","Baseline","n",101575
39,"1538394453917","Baseline","n",101553
40,"1538394453917","Baseline","n",101559
41,"1538394453917","Baseline","n",101604
42,"1538394453917","Baseline","n",101439
43,"1538394453917","Baseline","n",101479
44,"1538394453917","Baseline","n",101441
45,"1538394453917","Baseline","n",101427
46,"1538394453917","Baseline","n",101494
47,"1538394453917","Baseline","n",101653
48,"1538394453917","Baseline","n",101533
49,"1538394453917","Baseline","n",101340
0,"1538394454276","Baseline","n",100988
1,"1538394454276","Baseline","n",101066
2,"1538394454276","Baseline","n",101040
3,"1538394454276","Baseline","n",101047
4,"1538394454276","Baseline","n",101047
5,"1538394454276","Baseline","n",101142
6,"1538394454276","Baseline","n",101130
7,"1538394454276","Baseline","n",101238
8,"1538394454276","Baseline","n",101211
9,"1538394454276","Baseline","n",101240
10,"1538394454276","Baseline","n",101265
11,"1538394454276","Baseline","n",101487
12,"1538394454276","Baseline","n",101366
13,"1538394454276","Baseline","n",101309
14,"1538394454276","Baseline","n",101323
15,"1538394454276","Baseline","n",101418
16,"1538394454276","Baseline","n",101435
17,"1538394454276","Baseline","n",101519
18,"1538394454276","Baseline","n",101449
19,"1538394454276","Baseline","n",101411
20,"1538394454276","Baseline","n",101455
21,"1538394454276","Baseline","n",101493
22,"1538394454276","Baseline","n",101499
23,"1538394454276","Baseline","n",101619
24,"1538394454276","Baseline","n",101545
25,"1538394454276","Baseline","n",101587
26,"1538394454276","Baseline","n",101622
27,"1538394454276","Baseline","n",101608
28,"1538394454276","Baseline","n",101595
29,"1538394454276","Baseline","n",101675
30,"1538394454276","Baseline","n",101633
31,"1538394454276","Baseline","n",101645
32,"1538394454276","Baseline","n",101570
33,"1538394454276","Baseline","n",101590
34,"1538394454276","Baseline","n",101540
35,"1538394454276","Baseline","n",101783
36,"1538394454276","Baseline","n",101520
37,"1538394454276","Baseline","n",101600
38,"1538394454276","Baseline","n",101495
39,"1538394454276","Baseline","n",101547
40,"1538394454276","Baseline","n",101565
41,"1538394454276","Baseline","n",101616
42,"1538394454276","Baseline","n",101468
43,"1538394454276","Baseline","n",101535
44,"1538394454276","Baseline","n",101549
45,"1538394454276","Baseline","n",101504
46,"1538394454276","Baseline","n",101478
47,"1538394454276","Baseline","n",101643
48,"1538394454276","Baseline","n",101510
49,"1538394454276","Baseline","n",101357
0,"1538394459449","Baseline","n",101000
1,"1538394459449","Baseline","n",101028
2,"1538394459449","Baseline","n",101025
3,"1538394459449","Baseline","n",101067
4,"1538394459449","Baseline","n",101084
5,"1538394459449","Baseline","n",101115
6,"1538394459449","Baseline","n",101154
7,"1538394459449","Baseline","n",101080
8,"1538394459449","Baseline","n",101187
9,"1538394459449","Baseline","n",101249
10,"1538394459449","Baseline","n",101400
11,"1538394459449","Baseline","n",101397
12,"1538394459449","Baseline","n",101343
13,"1538394459449","Baseline","n",101360
14,"1538394459449","Baseline","n",101372
15,"1538394459449","Baseline","n",101469
16,"1538394459449","Baseline","n",101410
17,"1538394459449","Baseline","n",101597
18,"1538394459449","Baseline","n",101444
19,"1538394459449","Baseline","n",101393
20,"1538394459449","Baseline","n",101518
21,"1538394459449","Baseline","n",101495
22,"1538394459449","Baseline","n",101545
23,"1538394459449","Baseline","n",101694
24,"1538394459449","Baseline","n",101574
25,"1538394459449","Baseline","n",101530
26,"1538394459449","Baseline","n",101507
27,"1538394459449","Baseline","n",101530
28,"1538394459449","Baseline","n",101627
29,"1538394459449","Baseline","n",101711
30,"1538394459449","Baseline","n",101563
31,"1538394459449","Baseline","n",101536
32,"1538394459449","Baseline","n",101605
33,"1538394459449","Baseline","n",101581
34,"1538394459449","Baseline","n",101543
35,"1538394459449","Baseline","n",101780
36,"1538394459449","Baseline","n",101492
37,"1538394459449","Baseline","n",101526
38,"1538394459449","Baseline","n",101568
39,"1538394459449","Baseline","n",101484
40,"1538394459449","Baseline","n",101503
41,"1538394459449","Baseline","n",101628
42,"1538394459449","Baseline","n",101515
43,"1538394459449","Baseline","n",101554
44,"1538394459449","Baseline","n",101494
45,"1538394459449","Baseline","n",101478
46,"1538394459449","Baseline","n",101441
47,"1538394459449","Baseline","n",101609
48,"1538394459449","Baseline","n",101465
49,"1538394459449","Baseline","n",101357
0,"1538394459762","Baseline","n",101005
1,"1538394459762","Baseline","n",101052
2,"1538394459762","Baseline","n",101025
3,"1538394459762","Baseline","n",101042
4,"1538394459762","Baseline","n",101123
5,"1538394459762","Baseline","n",101125
6,"1538394459762","Baseline","n",101171
7,"1538394459762","Baseline","n",101110
8,"1538394459762","Baseline","n",101263
9,"1538394459762","Baseline","n",101281
10,"1538394459762","Baseline","n",101250
11,"1538394459762","Baseline","n",101458
12,"1538394459762","Baseline","n",101347
13,"1538394459762","Baseline","n",101337
14,"1538394459762","Baseline","n",101370
15,"1538394459762","Baseline","n",101401
16,"1538394459762","Baseline","n",101397
17,"1538394459762","Baseline","n",101543
18,"1538394459762","Baseline","n",101413
19,"1538394459762","Baseline","n",101460
20,"1538394459762","Baseline","n",101490
21,"1538394459762","Baseline","n",101518
22,"1538394459762","Baseline","n",101529
23,"1538394459762","Baseline","n",101664
24,"1538394459762","Baseline","n",101544
25,"1538394459762","Baseline","n",101534
26,"1538394459762","Baseline","n",101534
27,"1538394459762","Baseline","n",101643
28,"1538394459762","Baseline","n",101612
29,"1538394459762","Baseline","n",101671
30,"1538394459762","Baseline","n",101626
31,"1538394459762","Baseline","n",101551
32,"1538394459762","Baseline","n",101658
33,"1538394459762","Baseline","n",101585
34,"1538394459762","Baseline","n",101570
35,"1538394459762","Baseline","n",101775
36,"1538394459762","Baseline","n",101557
37,"1538394459762","Baseline","n",101539
38,"1538394459762","Baseline","n",101563
39,"1538394459762","Baseline","n",101526
40,"1538394459762","Baseline","n",101488
41,"1538394459762","Baseline","n",101628
42,"1538394459762","Baseline","n",101442
43,"1538394459762","Baseline","n",101447
44,"1538394459762","Baseline","n",101530
45,"1538394459762","Baseline","n",101484
46,"1538394459762","Baseline","n",101472
47,"1538394459762","Baseline","n",101554
48,"1538394459762","Baseline","n",101437
49,"1538394459762","Baseline","n",101326
0,"1538394449543","Baseline","COPD1",20187
1,"1538394449543","Baseline","COPD1",6255
2,"1538394449543","Baseline","COPD1",6432
3,"1538394449543","Baseline","COPD1",6640
4,"1538394449543","Baseline","COPD1",6777
5,"1538394449543","Baseline","COPD1",7012
6,"1538394449543","Baseline","COPD1",7147
7,"1538394449543","Baseline","COPD1",7216
8,"1538394449543","Baseline","COPD1",7255
9,"1538394449543","Baseline","COPD1",7308
10,"1538394449543","Baseline","COPD1",7342
11,"1538394449543","Baseline","COPD1",7498
12,"1538394449543","Baseline","COPD1",7338
13,"1538394449543","Baseline","COPD1",7380
14,"1538394449543","Baseline","COPD1",7360
15,"1538394449543","Baseline","COPD1",7346
16,"1538394449543","Baseline","COPD1",7397
17,"1538394449543","Baseline","COPD1",7324
18,"1538394449543","Baseline","COPD1",7090
19,"1538394449543","Baseline","COPD1",7004
20,"1538394449543","Baseline","COPD1",6960
21,"1538394449543","Baseline","COPD1",6966
22,"1538394449543","Baseline","COPD1",6951
23,"1538394449543","Baseline","COPD1",7011
24,"1538394449543","Baseline","COPD1",6842
25,"1538394449543","Baseline","COPD1",6785
26,"1538394449543","Baseline","COPD1",6745
27,"1538394449543","Baseline","COPD1",6649
28,"1538394449543","Baseline","COPD1",6552
29,"1538394449543","Baseline","COPD1",6419
30,"1538394449543","Baseline","COPD1",6135
31,"1538394449543","Baseline","COPD1",6067
32,"1538394449543","Baseline","COPD1",6017
33,"1538394449543","Baseline","COPD1",6012
34,"1538394449543","Baseline","COPD1",5921
35,"1538394449543","Baseline","COPD1",5977
36,"1538394449543","Baseline","COPD1",5806
37,"1538394449543","Baseline","COPD1",5730
38,"1538394449543","Baseline","COPD1",5669
39,"1538394449543","Baseline","COPD1",5630
40,"1538394449543","Baseline","COPD1",5652
41,"1538394449543","Baseline","COPD1",5637
42,"1538394449543","Baseline","COPD1",5484
43,"1538394449543","Baseline","COPD1",5438
44,"1538394449543","Baseline","COPD1",5338
45,"1538394449543","Baseline","COPD1",5145
46,"1538394449543","Baseline","COPD1",5140
47,"1538394449543","Baseline","COPD1",5229
48,"1538394449543","Baseline","COPD1",5071
49,"1538394449543","Baseline","COPD1",4933
0,"1538394450012","Baseline","COPD1",20877
1,"1538394450012","Baseline","COPD1",6404
2,"1538394450012","Baseline","COPD1",6598
3,"1538394450012","Baseline","COPD1",6817
4,"1538394450012","Baseline","COPD1",6923
5,"1538394450012","Baseline","COPD1",7013
6,"1538394450012","Baseline","COPD1",7116
7,"1538394450012","Baseline","COPD1",7181
8,"1538394450012","Baseline","COPD1",7265
9,"1538394450012","Baseline","COPD1",7284
10,"1538394450012","Baseline","COPD1",7312
11,"1538394450012","Baseline","COPD1",7495
12,"1538394450012","Baseline","COPD1",7406
13,"1538394450012","Baseline","COPD1",7471
14,"1538394450012","Baseline","COPD1",7386
15,"1538394450012","Baseline","COPD1",7374
16,"1538394450012","Baseline","COPD1",7333
17,"1538394450012","Baseline","COPD1",7463
18,"1538394450012","Baseline","COPD1",7337
19,"1538394450012","Baseline","COPD1",7312
20,"1538394450012","Baseline","COPD1",7362
21,"1538394450012","Baseline","COPD1",7357
22,"1538394450012","Baseline","COPD1",7283
23,"1538394450012","Baseline","COPD1",7337
24,"1538394450012","Baseline","COPD1",7216
25,"1538394450012","Baseline","COPD1",7168
26,"1538394450012","Baseline","COPD1",7049
27,"1538394450012","Baseline","COPD1",6942
28,"1538394450012","Baseline","COPD1",6815
29,"1538394450012","Baseline","COPD1",6796
30,"1538394450012","Baseline","COPD1",6632
31,"1538394450012","Baseline","COPD1",6528
32,"1538394450012","Baseline","COPD1",6437
33,"1538394450012","Baseline","COPD1",6291
34,"1538394450012","Baseline","COPD1",6177
35,"1538394450012","Baseline","COPD1",6173
36,"1538394450012","Baseline","COPD1",5982
37,"1538394450012","Baseline","COPD1",5875
38,"1538394450012","Baseline","COPD1",5729
39,"1538394450012","Baseline","COPD1",5682
40,"1538394450012","Baseline","COPD1",5658
41,"1538394450012","Baseline","COPD1",5759
42,"1538394450012","Baseline","COPD1",5591
43,"1538394450012","Baseline","COPD1",5539
44,"1538394450012","Baseline","COPD1",5484
45,"1538394450012","Baseline","COPD1",5391
46,"1538394450012","Baseline","COPD1",5262
47,"1538394450012","Baseline","COPD1",5343
48,"1538394450012","Baseline","COPD1",5284
49,"1538394450012","Baseline","COPD1",5187
0,"1538394450464","Baseline","COPD1",20374
1,"1538394450464","Baseline","COPD1",6307
2,"1538394450464","Baseline","COPD1",6561
3,"1538394450464","Baseline","COPD1",6682
4,"1538394450464","Baseline","COPD1",6846
5,"1538394450464","Baseline","COPD1",6915
6,"1538394450464","Baseline","COPD1",7045
7,"1538394450464","Baseline","COPD1",7102
8,"1538394450464","Baseline","COPD1",7189
9,"1538394450464","Baseline","COPD1",7285
10,"1538394450464","Baseline","COPD1",7283
11,"1538394450464","Baseline","COPD1",7453
12,"1538394450464","Baseline","COPD1",7494
13,"1538394450464","Baseline","COPD1",7518
14,"1538394450464","Baseline","COPD1",7545
15,"1538394450464","Baseline","COPD1",7516
16,"1538394450464","Baseline","COPD1",7463
17,"1538394450464","Baseline","COPD1",7553
18,"1538394450464","Baseline","COPD1",7423
19,"1538394450464","Baseline","COPD1",7353
20,"1538394450464","Baseline","COPD1",7327
21,"1538394450464","Baseline","COPD1",7283
22,"1538394450464","Baseline","COPD1",7236
23,"1538394450464","Baseline","COPD1",7203
24,"1538394450464","Baseline","COPD1",6968
25,"1538394450464","Baseline","COPD1",6964
26,"1538394450464","Baseline","COPD1",6903
27,"1538394450464","Baseline","COPD1",6881
28,"1538394450464","Baseline","COPD1",6775
29,"1538394450464","Baseline","COPD1",6676
30,"1538394450464","Baseline","COPD1",6535
31,"1538394450464","Baseline","COPD1",6456
32,"1538394450464","Baseline","COPD1",6209
33,"1538394450464","Baseline","COPD1",6169
34,"1538394450464","Baseline","COPD1",6127
35,"1538394450464","Baseline","COPD1",6009
36,"1538394450464","Baseline","COPD1",5843
37,"1538394450464","Baseline","COPD1",5775
38,"1538394450464","Baseline","COPD1",5670
39,"1538394450464","Baseline","COPD1",5672
40,"1538394450464","Baseline","COPD1",5692
41,"1538394450464","Baseline","COPD1",5691
42,"1538394450464","Baseline","COPD1",5529
43,"1538394450464","Baseline","COPD1",5401
44,"1538394450464","Baseline","COPD1",5371
45,"1538394450464","Baseline","COPD1",5251
46,"1538394450464","Baseline","COPD1",5216
47,"1538394450464","Baseline","COPD1",5323
48,"1538394450464","Baseline","COPD1",5186
49,"1538394450464","Baseline","COPD1",5127
0,"1538394451087","Baseline","COPD1",20531
1,"1538394451087","Baseline","COPD1",6269
2,"1538394451087","Baseline","COPD1",6424
3,"1538394451087","Baseline","COPD1",6643
4,"1538394451087","Baseline","COPD1",6813
5,"1538394451087","Baseline","COPD1",6911
6,"1538394451087","Baseline","COPD1",6973
7,"1538394451087","Baseline","COPD1",7058
8,"1538394451087","Baseline","COPD1",7062
9,"1538394451087","Baseline","COPD1",7092
10,"1538394451087","Baseline","COPD1",7151
11,"1538394451087","Baseline","COPD1",7243
12,"1538394451087","Baseline","COPD1",7183
13,"1538394451087","Baseline","COPD1",7220
14,"1538394451087","Baseline","COPD1",7299
15,"1538394451087","Baseline","COPD1",7401
16,"1538394451087","Baseline","COPD1",7409
17,"1538394451087","Baseline","COPD1",7550
18,"1538394451087","Baseline","COPD1",7447
19,"1538394451087","Baseline","COPD1",7387
20,"1538394451087","Baseline","COPD1",7350
21,"1538394451087","Baseline","COPD1",7242
22,"1538394451087","Baseline","COPD1",7136
23,"1538394451087","Baseline","COPD1",7200
24,"1538394451087","Baseline","COPD1",7075
25,"1538394451087","Baseline","COPD1",7069
26,"1538394451087","Baseline","COPD1",6973
27,"1538394451087","Baseline","COPD1",6918
28,"1538394451087","Baseline","COPD1",6821
29,"1538394451087","Baseline","COPD1",6742
30,"1538394451087","Baseline","COPD1",6540
31,"1538394451087","Baseline","COPD1",6413
32,"1538394451087","Baseline","COPD1",6225
33,"1538394451087","Baseline","COPD1",6124
34,"1538394451087","Baseline","COPD1",6021
35,"1538394451087","Baseline","COPD1",6032
36,"1538394451087","Baseline","COPD1",5924
37,"1538394451087","Baseline","COPD1",5824
38,"1538394451087","Baseline","COPD1",5740
39,"1538394451087","Baseline","COPD1",5736
40,"1538394451087","Baseline","COPD1",5737
41,"1538394451087","Baseline","COPD1",5713
42,"1538394451087","Baseline","COPD1",5591
43,"1538394451087","Baseline","COPD1",5503
44,"1538394451087","Baseline","COPD1",5420
45,"1538394451087","Baseline","COPD1",5229
46,"1538394451087","Baseline","COPD1",5146
47,"1538394451087","Baseline","COPD1",5298
48,"1538394451087","Baseline","COPD1",5232
49,"1538394451087","Baseline","COPD1",5168
0,"1538394453073","Baseline","COPD1",20771
1,"1538394453073","Baseline","COPD1",6425
2,"1538394453073","Baseline","COPD1",6547
3,"1538394453073","Baseline","COPD1",6659
4,"1538394453073","Baseline","COPD1",6859
5,"1538394453073","Baseline","COPD1",6924
6,"1538394453073","Baseline","COPD1",6978
7,"1538394453073","Baseline","COPD1",7080
8,"1538394453073","Baseline","COPD1",7136
9,"1538394453073","Baseline","COPD1",7155
10,"1538394453073","Baseline","COPD1",7205
11,"1538394453073","Baseline","COPD1",7397
12,"1538394453073","Baseline","COPD1",7334
13,"1538394453073","Baseline","COPD1",7353
14,"1538394453073","Baseline","COPD1",7353
15,"1538394453073","Baseline","COPD1",7444
16,"1538394453073","Baseline","COPD1",7341
17,"1538394453073","Baseline","COPD1",7459
18,"1538394453073","Baseline","COPD1",7339
19,"1538394453073","Baseline","COPD1",7339
20,"1538394453073","Baseline","COPD1",7247
21,"1538394453073","Baseline","COPD1",7165
22,"1538394453073","Baseline","COPD1",7093
23,"1538394453073","Baseline","COPD1",7204
24,"1538394453073","Baseline","COPD1",7132
25,"1538394453073","Baseline","COPD1",7086
26,"1538394453073","Baseline","COPD1",7075
27,"1538394453073","Baseline","COPD1",6945
28,"1538394453073","Baseline","COPD1",6855
29,"1538394453073","Baseline","COPD1",6911
30,"1538394453073","Baseline","COPD1",6595
31,"1538394453073","Baseline","COPD1",6531
32,"1538394453073","Baseline","COPD1",6361
33,"1538394453073","Baseline","COPD1",6223
34,"1538394453073","Baseline","COPD1",6132
35,"1538394453073","Baseline","COPD1",6048
36,"1538394453073","Baseline","COPD1",5899
37,"1538394453073","Baseline","COPD1",5836
38,"1538394453073","Baseline","COPD1",5758
39,"1538394453073","Baseline","COPD1",5695
40,"1538394453073","Baseline","COPD1",5689
41,"1538394453073","Baseline","COPD1",5812
42,"1538394453073","Baseline","COPD1",5656
43,"1538394453073","Baseline","COPD1",5571
44,"1538394453073","Baseline","COPD1",5479
45,"1538394453073","Baseline","COPD1",5377
46,"1538394453073","Baseline","COPD1",5296
47,"1538394453073","Baseline","COPD1",5377
48,"1538394453073","Baseline","COPD1",5179
49,"1538394453073","Baseline","COPD1",5094
0,"1538394453401","Baseline","COPD1",19937
1,"1538394453401","Baseline","COPD1",6237
2,"1538394453401","Baseline","COPD1",6386
3,"1538394453401","Baseline","COPD1",6531
4,"1538394453401","Baseline","COPD1",6734
5,"1538394453401","Baseline","COPD1",6893
6,"1538394453401","Baseline","COPD1",7020
