"year","ID","Scenario","variable","value"
7,"1538394453401","Baseline","COPD1",7139
8,"1538394453401","Baseline","COPD1",7234
9,"1538394453401","Baseline","COPD1",7242
10,"1538394453401","Baseline","COPD1",7292
11,"1538394453401","Baseline","COPD1",7390
12,"1538394453401","Baseline","COPD1",7322
13,"1538394453401","Baseline","COPD1",7266
14,"1538394453401","Baseline","COPD1",7238
15,"1538394453401","Baseline","COPD1",7258
16,"1538394453401","Baseline","COPD1",7192
17,"1538394453401","Baseline","COPD1",7245
18,"1538394453401","Baseline","COPD1",7059
19,"1538394453401","Baseline","COPD1",6904
20,"1538394453401","Baseline","COPD1",6807
21,"1538394453401","Baseline","COPD1",6733
22,"1538394453401","Baseline","COPD1",6702
23,"1538394453401","Baseline","COPD1",6783
24,"1538394453401","Baseline","COPD1",6663
25,"1538394453401","Baseline","COPD1",6660
26,"1538394453401","Baseline","COPD1",6657
27,"1538394453401","Baseline","COPD1",6598
28,"1538394453401","Baseline","COPD1",6540
29,"1538394453401","Baseline","COPD1",6453
30,"1538394453401","Baseline","COPD1",6226
31,"1538394453401","Baseline","COPD1",6101
32,"1538394453401","Baseline","COPD1",6051
33,"1538394453401","Baseline","COPD1",5928
34,"1538394453401","Baseline","COPD1",5838
35,"1538394453401","Baseline","COPD1",5783
36,"1538394453401","Baseline","COPD1",5710
37,"1538394453401","Baseline","COPD1",5670
38,"1538394453401","Baseline","COPD1",5606
39,"1538394453401","Baseline","COPD1",5600
40,"1538394453401","Baseline","COPD1",5607
41,"1538394453401","Baseline","COPD1",5694
42,"1538394453401","Baseline","COPD1",5597
43,"1538394453401","Baseline","COPD1",5504
44,"1538394453401","Baseline","COPD1",5407
45,"1538394453401","Baseline","COPD1",5170
46,"1538394453401","Baseline","COPD1",5107
47,"1538394453401","Baseline","COPD1",5185
48,"1538394453401","Baseline","COPD1",5133
49,"1538394453401","Baseline","COPD1",5070
0,"1538394453917","Baseline","COPD1",20463
1,"1538394453917","Baseline","COPD1",6421
2,"1538394453917","Baseline","COPD1",6539
3,"1538394453917","Baseline","COPD1",6753
4,"1538394453917","Baseline","COPD1",6814
5,"1538394453917","Baseline","COPD1",6931
6,"1538394453917","Baseline","COPD1",7051
7,"1538394453917","Baseline","COPD1",7124
8,"1538394453917","Baseline","COPD1",7199
9,"1538394453917","Baseline","COPD1",7141
10,"1538394453917","Baseline","COPD1",7221
11,"1538394453917","Baseline","COPD1",7372
12,"1538394453917","Baseline","COPD1",7382
13,"1538394453917","Baseline","COPD1",7426
14,"1538394453917","Baseline","COPD1",7449
15,"1538394453917","Baseline","COPD1",7343
16,"1538394453917","Baseline","COPD1",7344
17,"1538394453917","Baseline","COPD1",7321
18,"1538394453917","Baseline","COPD1",7156
19,"1538394453917","Baseline","COPD1",7089
20,"1538394453917","Baseline","COPD1",7086
21,"1538394453917","Baseline","COPD1",7058
22,"1538394453917","Baseline","COPD1",7053
23,"1538394453917","Baseline","COPD1",7114
24,"1538394453917","Baseline","COPD1",6945
25,"1538394453917","Baseline","COPD1",6885
26,"1538394453917","Baseline","COPD1",6884
27,"1538394453917","Baseline","COPD1",6817
28,"1538394453917","Baseline","COPD1",6750
29,"1538394453917","Baseline","COPD1",6689
30,"1538394453917","Baseline","COPD1",6540
31,"1538394453917","Baseline","COPD1",6442
32,"1538394453917","Baseline","COPD1",6345
33,"1538394453917","Baseline","COPD1",6293
34,"1538394453917","Baseline","COPD1",6173
35,"1538394453917","Baseline","COPD1",6172
36,"1538394453917","Baseline","COPD1",5935
37,"1538394453917","Baseline","COPD1",5860
38,"1538394453917","Baseline","COPD1",5723
39,"1538394453917","Baseline","COPD1",5712
40,"1538394453917","Baseline","COPD1",5654
41,"1538394453917","Baseline","COPD1",5692
42,"1538394453917","Baseline","COPD1",5537
43,"1538394453917","Baseline","COPD1",5445
44,"1538394453917","Baseline","COPD1",5328
45,"1538394453917","Baseline","COPD1",5265
46,"1538394453917","Baseline","COPD1",5259
47,"1538394453917","Baseline","COPD1",5318
48,"1538394453917","Baseline","COPD1",5183
49,"1538394453917","Baseline","COPD1",5103
0,"1538394454276","Baseline","COPD1",20453
1,"1538394454276","Baseline","COPD1",6374
2,"1538394454276","Baseline","COPD1",6521
3,"1538394454276","Baseline","COPD1",6677
4,"1538394454276","Baseline","COPD1",6895
5,"1538394454276","Baseline","COPD1",7028
6,"1538394454276","Baseline","COPD1",7085
7,"1538394454276","Baseline","COPD1",7127
8,"1538394454276","Baseline","COPD1",7191
9,"1538394454276","Baseline","COPD1",7182
10,"1538394454276","Baseline","COPD1",7254
11,"1538394454276","Baseline","COPD1",7408
12,"1538394454276","Baseline","COPD1",7263
13,"1538394454276","Baseline","COPD1",7207
14,"1538394454276","Baseline","COPD1",7305
15,"1538394454276","Baseline","COPD1",7287
16,"1538394454276","Baseline","COPD1",7203
17,"1538394454276","Baseline","COPD1",7217
18,"1538394454276","Baseline","COPD1",7100
19,"1538394454276","Baseline","COPD1",7080
20,"1538394454276","Baseline","COPD1",7071
21,"1538394454276","Baseline","COPD1",7083
22,"1538394454276","Baseline","COPD1",7036
23,"1538394454276","Baseline","COPD1",7053
24,"1538394454276","Baseline","COPD1",6915
25,"1538394454276","Baseline","COPD1",6881
26,"1538394454276","Baseline","COPD1",6899
27,"1538394454276","Baseline","COPD1",6823
28,"1538394454276","Baseline","COPD1",6768
29,"1538394454276","Baseline","COPD1",6723
30,"1538394454276","Baseline","COPD1",6542
31,"1538394454276","Baseline","COPD1",6392
32,"1538394454276","Baseline","COPD1",6224
33,"1538394454276","Baseline","COPD1",6136
34,"1538394454276","Baseline","COPD1",6034
35,"1538394454276","Baseline","COPD1",6072
36,"1538394454276","Baseline","COPD1",5890
37,"1538394454276","Baseline","COPD1",5913
38,"1538394454276","Baseline","COPD1",5795
39,"1538394454276","Baseline","COPD1",5837
40,"1538394454276","Baseline","COPD1",5873
41,"1538394454276","Baseline","COPD1",5860
42,"1538394454276","Baseline","COPD1",5720
43,"1538394454276","Baseline","COPD1",5656
44,"1538394454276","Baseline","COPD1",5509
45,"1538394454276","Baseline","COPD1",5346
46,"1538394454276","Baseline","COPD1",5228
47,"1538394454276","Baseline","COPD1",5287
48,"1538394454276","Baseline","COPD1",5206
49,"1538394454276","Baseline","COPD1",5044
0,"1538394459449","Baseline","COPD1",20297
1,"1538394459449","Baseline","COPD1",6324
2,"1538394459449","Baseline","COPD1",6471
3,"1538394459449","Baseline","COPD1",6607
4,"1538394459449","Baseline","COPD1",6773
5,"1538394459449","Baseline","COPD1",6909
6,"1538394459449","Baseline","COPD1",7067
7,"1538394459449","Baseline","COPD1",7133
8,"1538394459449","Baseline","COPD1",7235
9,"1538394459449","Baseline","COPD1",7234
10,"1538394459449","Baseline","COPD1",7225
11,"1538394459449","Baseline","COPD1",7301
12,"1538394459449","Baseline","COPD1",7208
13,"1538394459449","Baseline","COPD1",7191
14,"1538394459449","Baseline","COPD1",7216
15,"1538394459449","Baseline","COPD1",7261
16,"1538394459449","Baseline","COPD1",7286
17,"1538394459449","Baseline","COPD1",7264
18,"1538394459449","Baseline","COPD1",7036
19,"1538394459449","Baseline","COPD1",7060
20,"1538394459449","Baseline","COPD1",7048
21,"1538394459449","Baseline","COPD1",6967
22,"1538394459449","Baseline","COPD1",6976
23,"1538394459449","Baseline","COPD1",6988
24,"1538394459449","Baseline","COPD1",6981
25,"1538394459449","Baseline","COPD1",6955
26,"1538394459449","Baseline","COPD1",6885
27,"1538394459449","Baseline","COPD1",6801
28,"1538394459449","Baseline","COPD1",6666
29,"1538394459449","Baseline","COPD1",6640
30,"1538394459449","Baseline","COPD1",6456
31,"1538394459449","Baseline","COPD1",6308
32,"1538394459449","Baseline","COPD1",6190
33,"1538394459449","Baseline","COPD1",6073
34,"1538394459449","Baseline","COPD1",5975
35,"1538394459449","Baseline","COPD1",6027
36,"1538394459449","Baseline","COPD1",5874
37,"1538394459449","Baseline","COPD1",5761
38,"1538394459449","Baseline","COPD1",5731
39,"1538394459449","Baseline","COPD1",5709
40,"1538394459449","Baseline","COPD1",5750
41,"1538394459449","Baseline","COPD1",5734
42,"1538394459449","Baseline","COPD1",5574
43,"1538394459449","Baseline","COPD1",5483
44,"1538394459449","Baseline","COPD1",5353
45,"1538394459449","Baseline","COPD1",5131
46,"1538394459449","Baseline","COPD1",5084
47,"1538394459449","Baseline","COPD1",5157
48,"1538394459449","Baseline","COPD1",5098
49,"1538394459449","Baseline","COPD1",4948
0,"1538394459762","Baseline","COPD1",20541
1,"1538394459762","Baseline","COPD1",6330
2,"1538394459762","Baseline","COPD1",6521
3,"1538394459762","Baseline","COPD1",6695
4,"1538394459762","Baseline","COPD1",6859
5,"1538394459762","Baseline","COPD1",6975
6,"1538394459762","Baseline","COPD1",7104
7,"1538394459762","Baseline","COPD1",7143
8,"1538394459762","Baseline","COPD1",7190
9,"1538394459762","Baseline","COPD1",7180
10,"1538394459762","Baseline","COPD1",7192
11,"1538394459762","Baseline","COPD1",7304
12,"1538394459762","Baseline","COPD1",7334
13,"1538394459762","Baseline","COPD1",7329
14,"1538394459762","Baseline","COPD1",7228
15,"1538394459762","Baseline","COPD1",7187
16,"1538394459762","Baseline","COPD1",7149
17,"1538394459762","Baseline","COPD1",7172
18,"1538394459762","Baseline","COPD1",7076
19,"1538394459762","Baseline","COPD1",7107
20,"1538394459762","Baseline","COPD1",7131
21,"1538394459762","Baseline","COPD1",7143
22,"1538394459762","Baseline","COPD1",7098
23,"1538394459762","Baseline","COPD1",7087
24,"1538394459762","Baseline","COPD1",6917
25,"1538394459762","Baseline","COPD1",6834
26,"1538394459762","Baseline","COPD1",6714
27,"1538394459762","Baseline","COPD1",6664
28,"1538394459762","Baseline","COPD1",6541
29,"1538394459762","Baseline","COPD1",6510
30,"1538394459762","Baseline","COPD1",6258
31,"1538394459762","Baseline","COPD1",6185
32,"1538394459762","Baseline","COPD1",6126
33,"1538394459762","Baseline","COPD1",5977
34,"1538394459762","Baseline","COPD1",5958
35,"1538394459762","Baseline","COPD1",5938
36,"1538394459762","Baseline","COPD1",5842
37,"1538394459762","Baseline","COPD1",5744
38,"1538394459762","Baseline","COPD1",5695
39,"1538394459762","Baseline","COPD1",5690
40,"1538394459762","Baseline","COPD1",5721
41,"1538394459762","Baseline","COPD1",5749
42,"1538394459762","Baseline","COPD1",5613
43,"1538394459762","Baseline","COPD1",5507
44,"1538394459762","Baseline","COPD1",5433
45,"1538394459762","Baseline","COPD1",5273
46,"1538394459762","Baseline","COPD1",5176
47,"1538394459762","Baseline","COPD1",5268
48,"1538394459762","Baseline","COPD1",5185
49,"1538394459762","Baseline","COPD1",4980
0,"1538394449543","Baseline","COPD1pc",19.9790184182659
1,"1538394449543","Baseline","COPD1pc",6.19159803611023
2,"1538394449543","Baseline","COPD1pc",6.36957813428402
3,"1538394449543","Baseline","COPD1pc",6.57412724500505
4,"1538394449543","Baseline","COPD1pc",6.70837334072439
5,"1538394449543","Baseline","COPD1pc",6.9373540702046
6,"1538394449543","Baseline","COPD1pc",7.06002054686265
7,"1538394449543","Baseline","COPD1pc",7.13233767902504
8,"1538394449543","Baseline","COPD1pc",7.16635222300147
9,"1538394449543","Baseline","COPD1pc",7.21991701244813
10,"1538394449543","Baseline","COPD1pc",7.24634820371101
11,"1538394449543","Baseline","COPD1pc",7.39127006032885
12,"1538394449543","Baseline","COPD1pc",7.24054230063347
13,"1538394449543","Baseline","COPD1pc",7.28047589452189
14,"1538394449543","Baseline","COPD1pc",7.26217845619505
15,"1538394449543","Baseline","COPD1pc",7.24171924290221
16,"1538394449543","Baseline","COPD1pc",7.29400859858794
17,"1538394449543","Baseline","COPD1pc",7.20965487370307
18,"1538394449543","Baseline","COPD1pc",6.98880214494125
19,"1538394449543","Baseline","COPD1pc",6.90484640561536
20,"1538394449543","Baseline","COPD1pc",6.85768336420605
21,"1538394449543","Baseline","COPD1pc",6.85981013904754
22,"1538394449543","Baseline","COPD1pc",6.8457129350588
23,"1538394449543","Baseline","COPD1pc",6.89272090919816
24,"1538394449543","Baseline","COPD1pc",6.73922679143068
25,"1538394449543","Baseline","COPD1pc",6.68005631528684
26,"1538394449543","Baseline","COPD1pc",6.64080575766228
27,"1538394449543","Baseline","COPD1pc",6.55228822578738
28,"1538394449543","Baseline","COPD1pc",6.44590047812998
29,"1538394449543","Baseline","COPD1pc",6.30711183602885
30,"1538394449543","Baseline","COPD1pc",6.03785097776772
31,"1538394449543","Baseline","COPD1pc",5.97145669291339
32,"1538394449543","Baseline","COPD1pc",5.92206923023926
33,"1538394449543","Baseline","COPD1pc",5.91866268938835
34,"1538394449543","Baseline","COPD1pc",5.82919025350726
35,"1538394449543","Baseline","COPD1pc",5.87812985582502
36,"1538394449543","Baseline","COPD1pc",5.71214938559468
37,"1538394449543","Baseline","COPD1pc",5.63993031290294
38,"1538394449543","Baseline","COPD1pc",5.58434138460932
39,"1538394449543","Baseline","COPD1pc",5.54526830037034
40,"1538394449543","Baseline","COPD1pc",5.57160178622478
41,"1538394449543","Baseline","COPD1pc",5.5432634156415
42,"1538394449543","Baseline","COPD1pc",5.40237018648225
43,"1538394449543","Baseline","COPD1pc",5.36080441640379
44,"1538394449543","Baseline","COPD1pc",5.25952784455918
45,"1538394449543","Baseline","COPD1pc",5.07016437384209
46,"1538394449543","Baseline","COPD1pc",5.06483780694494
47,"1538394449543","Baseline","COPD1pc",5.14994829369183
48,"1538394449543","Baseline","COPD1pc",4.99926061024301
49,"1538394449543","Baseline","COPD1pc",4.86527536689285
0,"1538394450012","Baseline","COPD1pc",20.6723437964155
1,"1538394450012","Baseline","COPD1pc",6.33871127387905
2,"1538394450012","Baseline","COPD1pc",6.52989321378027
3,"1538394450012","Baseline","COPD1pc",6.74409631879384
4,"1538394450012","Baseline","COPD1pc",6.84726920261903
5,"1538394450012","Baseline","COPD1pc",6.93786294431309
6,"1538394450012","Baseline","COPD1pc",7.03627895939011
7,"1538394450012","Baseline","COPD1pc",7.09697185325743
8,"1538394450012","Baseline","COPD1pc",7.17559212215791
9,"1538394450012","Baseline","COPD1pc",7.19784183325593
10,"1538394450012","Baseline","COPD1pc",7.21552838548605
11,"1538394450012","Baseline","COPD1pc",7.38394546027743
12,"1538394450012","Baseline","COPD1pc",7.31211247581059
13,"1538394450012","Baseline","COPD1pc",7.37381314277818
14,"1538394450012","Baseline","COPD1pc",7.28812054113259
15,"1538394450012","Baseline","COPD1pc",7.26996677544341
16,"1538394450012","Baseline","COPD1pc",7.23032932360481
17,"1538394450012","Baseline","COPD1pc",7.34749734178711
18,"1538394450012","Baseline","COPD1pc",7.23013855219851
19,"1538394450012","Baseline","COPD1pc",7.20834401309174
20,"1538394450012","Baseline","COPD1pc",7.2539166420337
21,"1538394450012","Baseline","COPD1pc",7.24634826203867
22,"1538394450012","Baseline","COPD1pc",7.17409720443665
23,"1538394450012","Baseline","COPD1pc",7.21655568560722
24,"1538394450012","Baseline","COPD1pc",7.11048046982776
25,"1538394450012","Baseline","COPD1pc",7.05678506733874
26,"1538394450012","Baseline","COPD1pc",6.94551187309095
27,"1538394450012","Baseline","COPD1pc",6.83516634995028
28,"1538394450012","Baseline","COPD1pc",6.70734707937602
29,"1538394450012","Baseline","COPD1pc",6.6742614707731
30,"1538394450012","Baseline","COPD1pc",6.52865144758473
31,"1538394450012","Baseline","COPD1pc",6.4212783537605
32,"1538394450012","Baseline","COPD1pc",6.3342583298892
33,"1538394450012","Baseline","COPD1pc",6.19345311346296
34,"1538394450012","Baseline","COPD1pc",6.0738657594053
35,"1538394450012","Baseline","COPD1pc",6.06897772184753
36,"1538394450012","Baseline","COPD1pc",5.88860669777331
37,"1538394450012","Baseline","COPD1pc",5.78880469804609
38,"1538394450012","Baseline","COPD1pc",5.64138922533062
39,"1538394450012","Baseline","COPD1pc",5.59290502298387
40,"1538394450012","Baseline","COPD1pc",5.57520815884121
41,"1538394450012","Baseline","COPD1pc",5.66702419727818
42,"1538394450012","Baseline","COPD1pc",5.50549959134639
43,"1538394450012","Baseline","COPD1pc",5.45751923777995
44,"1538394450012","Baseline","COPD1pc",5.40354127048252
45,"1538394450012","Baseline","COPD1pc",5.31096377589723
46,"1538394450012","Baseline","COPD1pc",5.18602473759424
47,"1538394450012","Baseline","COPD1pc",5.25859947837213
48,"1538394450012","Baseline","COPD1pc",5.20816905850812
49,"1538394450012","Baseline","COPD1pc",5.11750429171846
0,"1538394450464","Baseline","COPD1pc",20.1784706196952
1,"1538394450464","Baseline","COPD1pc",6.24270018806295
2,"1538394450464","Baseline","COPD1pc",6.4939178288282
3,"1538394450464","Baseline","COPD1pc",6.61538309226093
4,"1538394450464","Baseline","COPD1pc",6.77271917848875
5,"1538394450464","Baseline","COPD1pc",6.83942436081302
6,"1538394450464","Baseline","COPD1pc",6.97172714767791
7,"1538394450464","Baseline","COPD1pc",7.0175091893601
8,"1538394450464","Baseline","COPD1pc",7.10073782878816
9,"1538394450464","Baseline","COPD1pc",7.19143937374754
10,"1538394450464","Baseline","COPD1pc",7.19194991408765
11,"1538394450464","Baseline","COPD1pc",7.34582442168758
12,"1538394450464","Baseline","COPD1pc",7.39607595436422
13,"1538394450464","Baseline","COPD1pc",7.41749297025307
14,"1538394450464","Baseline","COPD1pc",7.44501346910985
15,"1538394450464","Baseline","COPD1pc",7.41500759653519
16,"1538394450464","Baseline","COPD1pc",7.36054126558308
17,"1538394450464","Baseline","COPD1pc",7.43398194899657
18,"1538394450464","Baseline","COPD1pc",7.31957441353673
19,"1538394450464","Baseline","COPD1pc",7.248476962205
20,"1538394450464","Baseline","COPD1pc",7.21985731740964
21,"1538394450464","Baseline","COPD1pc",7.17911816022159
22,"1538394450464","Baseline","COPD1pc",7.12618548172659
23,"1538394450464","Baseline","COPD1pc",7.08106407660093
24,"1538394450464","Baseline","COPD1pc",6.86292856368991
25,"1538394450464","Baseline","COPD1pc",6.8591915530691
26,"1538394450464","Baseline","COPD1pc",6.79074892034667
27,"1538394450464","Baseline","COPD1pc",6.77063859096723
28,"1538394450464","Baseline","COPD1pc",6.66942303338157
29,"1538394450464","Baseline","COPD1pc",6.55982549056214
30,"1538394450464","Baseline","COPD1pc",6.4353803127585
31,"1538394450464","Baseline","COPD1pc",6.35089272539472
32,"1538394450464","Baseline","COPD1pc",6.10965697754512
33,"1538394450464","Baseline","COPD1pc",6.06987887792351
34,"1538394450464","Baseline","COPD1pc",6.02956227365769
35,"1538394450464","Baseline","COPD1pc",5.91064683663834
36,"1538394450464","Baseline","COPD1pc",5.75149373468122
37,"1538394450464","Baseline","COPD1pc",5.68959911725008
38,"1538394450464","Baseline","COPD1pc",5.58461129332506
39,"1538394450464","Baseline","COPD1pc",5.58658117385181
40,"1538394450464","Baseline","COPD1pc",5.60407210861582
41,"1538394450464","Baseline","COPD1pc",5.59636546007021
42,"1538394450464","Baseline","COPD1pc",5.4438580599425
43,"1538394450464","Baseline","COPD1pc",5.32291286822317
44,"1538394450464","Baseline","COPD1pc",5.28860355658835
45,"1538394450464","Baseline","COPD1pc",5.17860312826683
46,"1538394450464","Baseline","COPD1pc",5.14073957265631
47,"1538394450464","Baseline","COPD1pc",5.23809055214965
48,"1538394450464","Baseline","COPD1pc",5.1136923896109
49,"1538394450464","Baseline","COPD1pc",5.05975584482231
0,"1538394451087","Baseline","COPD1pc",20.3303395486548
1,"1538394451087","Baseline","COPD1pc",6.19895184416098
2,"1538394451087","Baseline","COPD1pc",6.35938861170508
3,"1538394451087","Baseline","COPD1pc",6.57163207565835
4,"1538394451087","Baseline","COPD1pc",6.73973903667138
5,"1538394451087","Baseline","COPD1pc",6.83769985752731
6,"1538394451087","Baseline","COPD1pc",6.90218359630194
7,"1538394451087","Baseline","COPD1pc",6.97423938498631
8,"1538394451087","Baseline","COPD1pc",6.97867462497777
9,"1538394451087","Baseline","COPD1pc",7.00382188249933
10,"1538394451087","Baseline","COPD1pc",7.05839387239419
11,"1538394451087","Baseline","COPD1pc",7.14173026484451
12,"1538394451087","Baseline","COPD1pc",7.09502173054129
13,"1538394451087","Baseline","COPD1pc",7.12094761862493
14,"1538394451087","Baseline","COPD1pc",7.19829584118187
15,"1538394451087","Baseline","COPD1pc",7.30414701063893
16,"1538394451087","Baseline","COPD1pc",7.30555336436065
17,"1538394451087","Baseline","COPD1pc",7.43549340161513
18,"1538394451087","Baseline","COPD1pc",7.33810255803871
19,"1538394451087","Baseline","COPD1pc",7.28019947372052
20,"1538394451087","Baseline","COPD1pc",7.24359163882565
21,"1538394451087","Baseline","COPD1pc",7.13385082154537
22,"1538394451087","Baseline","COPD1pc",7.02887987076947
23,"1538394451087","Baseline","COPD1pc",7.07811486207507
24,"1538394451087","Baseline","COPD1pc",6.97566650891308
25,"1538394451087","Baseline","COPD1pc",6.95884153844639
26,"1538394451087","Baseline","COPD1pc",6.8635267483636
27,"1538394451087","Baseline","COPD1pc",6.80865303230124
28,"1538394451087","Baseline","COPD1pc",6.71510282839619
29,"1538394451087","Baseline","COPD1pc",6.62682576814956
30,"1538394451087","Baseline","COPD1pc",6.43764150014765
31,"1538394451087","Baseline","COPD1pc",6.31026882355256
32,"1538394451087","Baseline","COPD1pc",6.12262963254387
33,"1538394451087","Baseline","COPD1pc",6.02572049866674
34,"1538394451087","Baseline","COPD1pc",5.93073422509407
35,"1538394451087","Baseline","COPD1pc",5.92860512659223
36,"1538394451087","Baseline","COPD1pc",5.83266053600614
37,"1538394451087","Baseline","COPD1pc",5.73640509421139
38,"1538394451087","Baseline","COPD1pc",5.65455960437785
39,"1538394451087","Baseline","COPD1pc",5.65034083297214
40,"1538394451087","Baseline","COPD1pc",5.65054663646213
41,"1538394451087","Baseline","COPD1pc",5.62126102015113
42,"1538394451087","Baseline","COPD1pc",5.5076689685065
43,"1538394451087","Baseline","COPD1pc",5.42514911026766
44,"1538394451087","Baseline","COPD1pc",5.34132232219408
45,"1538394451087","Baseline","COPD1pc",5.1539583661883
46,"1538394451087","Baseline","COPD1pc",5.07214950323293
47,"1538394451087","Baseline","COPD1pc",5.21133549078819
48,"1538394451087","Baseline","COPD1pc",5.15798294474294
49,"1538394451087","Baseline","COPD1pc",5.09850734488916
0,"1538394453073","Baseline","COPD1pc",20.5633105633106
1,"1538394453073","Baseline","COPD1pc",6.3622050362918
2,"1538394453073","Baseline","COPD1pc",6.47685565327503
3,"1538394453073","Baseline","COPD1pc",6.5920250257385
4,"1538394453073","Baseline","COPD1pc",6.78712435310066
5,"1538394453073","Baseline","COPD1pc",6.84710698851893
6,"1538394453073","Baseline","COPD1pc",6.90105325619344
7,"1538394453073","Baseline","COPD1pc",6.99749948111762
8,"1538394453073","Baseline","COPD1pc",7.06059286816797
9,"1538394453073","Baseline","COPD1pc",7.06164505240718
10,"1538394453073","Baseline","COPD1pc",7.10888783645118
11,"1538394453073","Baseline","COPD1pc",7.2934332478801
12,"1538394453073","Baseline","COPD1pc",7.23745238518168
13,"1538394453073","Baseline","COPD1pc",7.25341067148057
14,"1538394453073","Baseline","COPD1pc",7.25376844763633
15,"1538394453073","Baseline","COPD1pc",7.34129527904614
16,"1538394453073","Baseline","COPD1pc",7.23750369713103
17,"1538394453073","Baseline","COPD1pc",7.34637999468153
18,"1538394453073","Baseline","COPD1pc",7.2343193983065
19,"1538394453073","Baseline","COPD1pc",7.23182436294121
20,"1538394453073","Baseline","COPD1pc",7.141942032699
21,"1538394453073","Baseline","COPD1pc",7.05841788986307
22,"1538394453073","Baseline","COPD1pc",6.9873512491134
23,"1538394453073","Baseline","COPD1pc",7.08629661325385
24,"1538394453073","Baseline","COPD1pc",7.01920143297214
25,"1538394453073","Baseline","COPD1pc",6.97413487657966
26,"1538394453073","Baseline","COPD1pc",6.96776608002836
27,"1538394453073","Baseline","COPD1pc",6.83980381729008
28,"1538394453073","Baseline","COPD1pc",6.74997045964788
29,"1538394453073","Baseline","COPD1pc",6.79367326275227
30,"1538394453073","Baseline","COPD1pc",6.49670485553574
31,"1538394453073","Baseline","COPD1pc",6.42347109388831
32,"1538394453073","Baseline","COPD1pc",6.2655752883583
33,"1538394453073","Baseline","COPD1pc",6.12162587550169
34,"1538394453073","Baseline","COPD1pc",6.03507666870067
35,"1538394453073","Baseline","COPD1pc",5.94509048372669
36,"1538394453073","Baseline","COPD1pc",5.8064452625155
37,"1538394453073","Baseline","COPD1pc",5.74941382775402
38,"1538394453073","Baseline","COPD1pc",5.66994574261716
39,"1538394453073","Baseline","COPD1pc",5.60719138294311
40,"1538394453073","Baseline","COPD1pc",5.6041531217369
41,"1538394453073","Baseline","COPD1pc",5.71602789169838
42,"1538394453073","Baseline","COPD1pc",5.57235889301583
43,"1538394453073","Baseline","COPD1pc",5.49229540682027
44,"1538394453073","Baseline","COPD1pc",5.40079646715559
45,"1538394453073","Baseline","COPD1pc",5.29915540707014
46,"1538394453073","Baseline","COPD1pc",5.22267366178849
47,"1538394453073","Baseline","COPD1pc",5.28763890254696
48,"1538394453073","Baseline","COPD1pc",5.10412252259355
49,"1538394453073","Baseline","COPD1pc",5.02763521515989
0,"1538394453401","Baseline","COPD1pc",19.7427315218252
1,"1538394453401","Baseline","COPD1pc",6.16974972796518
2,"1538394453401","Baseline","COPD1pc",6.3207070957014
3,"1538394453401","Baseline","COPD1pc",6.45987675690646
4,"1538394453401","Baseline","COPD1pc",6.66139083984568
5,"1538394453401","Baseline","COPD1pc",6.81335191610078
6,"1538394453401","Baseline","COPD1pc",6.93998200745405
7,"1538394453401","Baseline","COPD1pc",7.05643965602451
8,"1538394453401","Baseline","COPD1pc",7.1468089310413
9,"1538394453401","Baseline","COPD1pc",7.15570223109302
10,"1538394453401","Baseline","COPD1pc",7.20574720594484
11,"1538394453401","Baseline","COPD1pc",7.28495100648647
12,"1538394453401","Baseline","COPD1pc",7.22646611792108
13,"1538394453401","Baseline","COPD1pc",7.16539781468187
14,"1538394453401","Baseline","COPD1pc",7.1430686180659
15,"1538394453401","Baseline","COPD1pc",7.15757916432453
16,"1538394453401","Baseline","COPD1pc",7.10012439038838
17,"1538394453401","Baseline","COPD1pc",7.13490836394434
18,"1538394453401","Baseline","COPD1pc",6.9581074420897
19,"1538394453401","Baseline","COPD1pc",6.80706736078246
20,"1538394453401","Baseline","COPD1pc",6.70587539898333
21,"1538394453401","Baseline","COPD1pc",6.63232136172895
22,"1538394453401","Baseline","COPD1pc",6.60308577508916
23,"1538394453401","Baseline","COPD1pc",6.67552406259226
24,"1538394453401","Baseline","COPD1pc",6.55955580495585
25,"1538394453401","Baseline","COPD1pc",6.55660238046014
26,"1538394453401","Baseline","COPD1pc",6.55719942475523
27,"1538394453401","Baseline","COPD1pc",6.4919219946081
28,"1538394453401","Baseline","COPD1pc",6.43732467148974
29,"1538394453401","Baseline","COPD1pc",6.3413291929128
30,"1538394453401","Baseline","COPD1pc",6.12879727521509
31,"1538394453401","Baseline","COPD1pc",6.00220372665919
32,"1538394453401","Baseline","COPD1pc",5.95705720783248
33,"1538394453401","Baseline","COPD1pc",5.83918598122556
34,"1538394453401","Baseline","COPD1pc",5.74753381770926
35,"1538394453401","Baseline","COPD1pc",5.6815279115006
36,"1538394453401","Baseline","COPD1pc",5.62173870237275
37,"1538394453401","Baseline","COPD1pc",5.58444628294528
38,"1538394453401","Baseline","COPD1pc",5.51929192387591
39,"1538394453401","Baseline","COPD1pc",5.5209401372348
40,"1538394453401","Baseline","COPD1pc",5.52489998620499
41,"1538394453401","Baseline","COPD1pc",5.60251099544439
42,"1538394453401","Baseline","COPD1pc",5.51618784802641
43,"1538394453401","Baseline","COPD1pc",5.42068408560426
44,"1538394453401","Baseline","COPD1pc",5.32819598143458
45,"1538394453401","Baseline","COPD1pc",5.08963466858307
46,"1538394453401","Baseline","COPD1pc",5.03192369841958
